분류번호,위험물유형,수집날짜,위도,경도,노드링크,시작노드,끝노드,도로명주소,데이터기준일자
SAMPLE-00422,종방향 균열,2025-07-06,37.401275,126.948458,LINK036,N065,N074,경기도 안양시 만안로 278,2025-12-31
SAMPLE-00423,포트홀,2025-11-08,37.395091,126.956888,LINK027,N044,N011,경기도 안양시 학의로 84,2025-12-31
SAMPLE-00424,횡방향 균열,2025-04-17,37.429324,126.968143,LINK004,N061,N002,경기도 안양시 관악대로 177,2025-12-31
SAMPLE-00425,거북등 균열,2025-05-26,37.394221,126.934269,LINK025,N029,N043,경기도 안양시 흥안대로 26,2025-12-31
SAMPLE-00426,포트홀,2025-05-05,37.382563,126.93476,LINK019,N075,N076,경기도 안양시 안양로 254,2025-12-31
SAMPLE-00427,포트홀,2025-06-03,37.388502,126.916956,LINK035,N057,N013,경기도 안양시 만안로 20,2025-12-31
SAMPLE-00428,거북등 균열,2025-05-21,37.419636,126.94565,LINK007,N035,N034,경기도 안양시 흥안대로 126,2025-12-31
SAMPLE-00429,포트홀,2025-09-16,37.40381,126.924313,LINK037,N048,N074,경기도 안양시 관악대로 24,2025-12-31
SAMPLE-00430,종방향 균열,2025-11-28,37.382008,126.953117,LINK029,N073,N077,경기도 안양시 흥안대로 272,2025-12-31
SAMPLE-00431,종방향 균열,2025-08-10,37.400623,126.975061,LINK024,N074,N023,경기도 안양시 학의로 173,2025-12-31
SAMPLE-00432,포트홀,2025-04-05,37.381628,126.93476,LINK025,N062,N032,경기도 안양시 만안로 3,2025-12-31
SAMPLE-00433,포트홀,2025-08-04,37.378176,126.962546,LINK006,N058,N006,경기도 안양시 흥안대로 116,2025-12-31
SAMPLE-00434,도로파임,2025-05-04,37.386727,126.915016,LINK033,N012,N069,경기도 안양시 학의로 80,2025-12-31
SAMPLE-00435,도로파임,2025-09-21,37.395519,126.956617,LINK020,N058,N074,경기도 안양시 안양로 292,2025-12-31
SAMPLE-00436,포트홀,2025-05-03,37.434487,126.894073,LINK003,N019,N036,경기도 안양시 안양로 291,2025-12-31
SAMPLE-00437,횡방향 균열,2025-12-16,37.376502,126.950982,LINK031,N018,N055,경기도 안양시 학의로 75,2025-12-31
SAMPLE-00438,거북등 균열,2025-09-16,37.393829,126.958083,LINK030,N011,N021,경기도 안양시 관악대로 4,2025-12-31
SAMPLE-00439,도로파임,2025-06-09,37.374819,126.935764,LINK009,N025,N011,경기도 안양시 흥안대로 112,2025-12-31
SAMPLE-00440,거북등 균열,2025-07-15,37.424812,126.910141,LINK023,N039,N009,경기도 안양시 관악대로 90,2025-12-31
SAMPLE-00441,거북등 균열,2025-04-22,37.395579,126.957424,LINK037,N014,N011,경기도 안양시 만안로 227,2025-12-31
SAMPLE-00442,종방향 균열,2025-02-07,37.413591,126.905797,LINK023,N046,N024,경기도 안양시 경수대로 87,2025-12-31
SAMPLE-00443,횡방향 균열,2025-08-18,37.412524,126.922132,LINK035,N024,N015,경기도 안양시 안양로 95,2025-12-31
SAMPLE-00444,거북등 균열,2025-12-23,37.402013,126.921934,LINK021,N066,N007,경기도 안양시 학의로 281,2025-12-31
SAMPLE-00445,포트홀,2025-01-17,37.412996,126.978155,LINK026,N078,N065,경기도 안양시 경수대로 123,2025-12-31
SAMPLE-00446,포트홀,2025-03-27,37.4075,126.938912,LINK013,N010,N015,경기도 안양시 안양로 223,2025-12-31
SAMPLE-00447,거북등 균열,2025-12-21,37.382225,126.935823,LINK039,N040,N038,경기도 안양시 경수대로 134,2025-12-31
SAMPLE-00448,거북등 균열,2025-12-12,37.364114,126.956882,LINK001,N041,N043,경기도 안양시 만안로 160,2025-12-31
SAMPLE-00449,횡방향 균열,2025-08-22,37.39516,126.907906,LINK007,N052,N075,경기도 안양시 시민대로 116,2025-12-31
SAMPLE-00450,포트홀,2025-04-18,37.382613,126.934634,LINK033,N074,N060,경기도 안양시 시민대로 280,2025-12-31
SAMPLE-00451,종방향 균열,2025-07-06,37.387559,126.906473,LINK033,N039,N038,경기도 안양시 학의로 258,2025-12-31
SAMPLE-00452,종방향 균열,2025-01-22,37.405197,126.896321,LINK008,N005,N010,경기도 안양시 관악대로 83,2025-12-31
SAMPLE-00453,포트홀,2025-08-08,37.401517,126.922378,LINK003,N048,N076,경기도 안양시 학의로 24,2025-12-31
SAMPLE-00454,포트홀,2025-09-13,37.409626,126.90278,LINK023,N071,N038,경기도 안양시 학의로 73,2025-12-31
SAMPLE-00455,횡방향 균열,2025-11-11,37.418773,126.932943,LINK039,N063,N076,경기도 안양시 안양로 204,2025-12-31
SAMPLE-00456,도로파임,2025-01-03,37.403928,126.922128,LINK019,N023,N066,경기도 안양시 경수대로 82,2025-12-31
SAMPLE-00457,종방향 균열,2025-08-08,37.38997,126.900926,LINK026,N012,N006,경기도 안양시 학의로 89,2025-12-31
SAMPLE-00458,포트홀,2025-03-22,37.368925,126.891951,LINK031,N039,N048,경기도 안양시 만안로 101,2025-12-31
SAMPLE-00459,거북등 균열,2025-03-15,37.393841,126.957729,LINK009,N041,N004,경기도 안양시 시민대로 250,2025-12-31
SAMPLE-00460,횡방향 균열,2025-09-03,37.385759,126.943994,LINK036,N063,N068,경기도 안양시 시민대로 97,2025-12-31
SAMPLE-00461,종방향 균열,2025-07-22,37.420524,126.891544,LINK014,N080,N003,경기도 안양시 만안로 80,2025-12-31
SAMPLE-00462,종방향 균열,2025-08-13,37.38172,126.935222,LINK009,N049,N009,경기도 안양시 만안로 47,2025-12-31
SAMPLE-00463,도로파임,2025-01-24,37.402602,126.915004,LINK003,N064,N055,경기도 안양시 안양로 41,2025-12-31
SAMPLE-00464,거북등 균열,2025-03-16,37.437031,126.923682,LINK005,N008,N030,경기도 안양시 학의로 268,2025-12-31
SAMPLE-00465,포트홀,2025-11-10,37.4028,126.922864,LINK038,N049,N038,경기도 안양시 만안로 49,2025-12-31
SAMPLE-00466,종방향 균열,2025-02-20,37.391186,126.938549,LINK014,N072,N015,경기도 안양시 안양로 252,2025-12-31
SAMPLE-00467,포트홀,2025-11-10,37.411878,126.959517,LINK009,N027,N027,경기도 안양시 시민대로 133,2025-12-31
SAMPLE-00468,종방향 균열,2025-12-28,37.384277,126.934485,LINK003,N076,N025,경기도 안양시 학의로 298,2025-12-31
SAMPLE-00469,거북등 균열,2025-01-01,37.382568,126.907073,LINK018,N036,N022,경기도 안양시 학의로 67,2025-12-31
SAMPLE-00470,포트홀,2025-09-19,37.384972,126.965786,LINK019,N080,N064,경기도 안양시 흥안대로 121,2025-12-31
SAMPLE-00471,종방향 균열,2025-07-02,37.403311,126.923695,LINK031,N006,N040,경기도 안양시 관악대로 77,2025-12-31
SAMPLE-00472,거북등 균열,2025-05-05,37.388652,126.958613,LINK027,N038,N029,경기도 안양시 시민대로 77,2025-12-31
SAMPLE-00473,거북등 균열,2025-10-08,37.400176,126.951002,LINK032,N039,N010,경기도 안양시 학의로 113,2025-12-31
SAMPLE-00474,도로파임,2025-06-15,37.401869,126.924208,LINK031,N016,N030,경기도 안양시 만안로 245,2025-12-31
SAMPLE-00475,종방향 균열,2025-08-18,37.407135,126.912444,LINK033,N004,N080,경기도 안양시 시민대로 213,2025-12-31
SAMPLE-00476,도로파임,2025-11-11,37.422163,126.933536,LINK005,N032,N060,경기도 안양시 학의로 61,2025-12-31
SAMPLE-00477,도로파임,2025-03-28,37.402877,126.922814,LINK026,N032,N065,경기도 안양시 경수대로 196,2025-12-31
SAMPLE-00478,거북등 균열,2025-06-23,37.379809,126.896086,LINK012,N069,N003,경기도 안양시 관악대로 83,2025-12-31
SAMPLE-00479,종방향 균열,2025-09-19,37.412724,126.944864,LINK015,N058,N072,경기도 안양시 학의로 108,2025-12-31
SAMPLE-00480,횡방향 균열,2025-01-01,37.382769,126.934753,LINK016,N059,N030,경기도 안양시 시민대로 23,2025-12-31
SAMPLE-00481,포트홀,2025-08-03,37.409297,126.922272,LINK037,N001,N063,경기도 안양시 경수대로 104,2025-12-31
SAMPLE-00482,포트홀,2025-05-25,37.434501,126.950825,LINK033,N018,N020,경기도 안양시 흥안대로 192,2025-12-31
SAMPLE-00483,포트홀,2025-12-03,37.395763,126.955425,LINK010,N061,N010,경기도 안양시 만안로 7,2025-12-31
SAMPLE-00484,도로파임,2025-03-09,37.437663,126.917459,LINK033,N021,N066,경기도 안양시 흥안대로 31,2025-12-31
SAMPLE-00485,포트홀,2025-12-09,37.385615,126.90165,LINK027,N041,N011,경기도 안양시 안양로 134,2025-12-31
SAMPLE-00486,포트홀,2025-03-05,37.395413,126.956949,LINK020,N010,N009,경기도 안양시 만안로 125,2025-12-31
SAMPLE-00487,포트홀,2025-11-06,37.427414,126.97958,LINK023,N038,N025,경기도 안양시 흥안대로 120,2025-12-31
SAMPLE-00488,포트홀,2025-05-13,37.399649,126.935228,LINK011,N063,N011,경기도 안양시 학의로 293,2025-12-31
SAMPLE-00489,포트홀,2025-08-23,37.403538,126.921793,LINK017,N011,N069,경기도 안양시 학의로 269,2025-12-31
SAMPLE-00490,거북등 균열,2025-06-06,37.380847,126.9524,LINK009,N012,N001,경기도 안양시 안양로 110,2025-12-31
SAMPLE-00491,횡방향 균열,2025-12-11,37.43546,126.971521,LINK015,N032,N009,경기도 안양시 관악대로 230,2025-12-31
SAMPLE-00492,도로파임,2025-09-17,37.384479,126.93389,LINK039,N070,N038,경기도 안양시 안양로 15,2025-12-31
SAMPLE-00493,포트홀,2025-02-19,37.427862,126.954577,LINK039,N012,N073,경기도 안양시 안양로 87,2025-12-31
SAMPLE-00494,거북등 균열,2025-06-01,37.38779,126.903702,LINK037,N045,N060,경기도 안양시 만안로 255,2025-12-31
SAMPLE-00495,횡방향 균열,2025-08-24,37.384102,126.933616,LINK026,N042,N018,경기도 안양시 관악대로 286,2025-12-31
SAMPLE-00496,종방향 균열,2025-01-04,37.41918,126.931208,LINK006,N045,N009,경기도 안양시 시민대로 82,2025-12-31
SAMPLE-00497,거북등 균열,2025-03-24,37.407156,126.922182,LINK027,N078,N036,경기도 안양시 시민대로 77,2025-12-31
SAMPLE-00498,도로파임,2025-09-10,37.395547,126.95755,LINK010,N002,N021,경기도 안양시 학의로 77,2025-12-31
SAMPLE-00499,포트홀,2025-11-02,37.414311,126.9177,LINK014,N054,N015,경기도 안양시 경수대로 169,2025-12-31
SAMPLE-00500,포트홀,2025-10-08,37.414251,126.891966,LINK026,N021,N001,경기도 안양시 흥안대로 26,2025-12-31
SAMPLE-00501,거북등 균열,2025-07-16,37.384265,126.934581,LINK005,N069,N006,경기도 안양시 학의로 141,2025-12-31
SAMPLE-00502,도로파임,2025-06-17,37.428992,126.934087,LINK026,N065,N050,경기도 안양시 경수대로 277,2025-12-31
SAMPLE-00503,거북등 균열,2025-05-28,37.374805,126.974568,LINK014,N066,N067,경기도 안양시 경수대로 247,2025-12-31
SAMPLE-00504,포트홀,2025-06-13,37.395643,126.957702,LINK004,N080,N037,경기도 안양시 학의로 244,2025-12-31
SAMPLE-00505,종방향 균열,2025-01-14,37.426593,126.978297,LINK017,N040,N077,경기도 안양시 학의로 232,2025-12-31
SAMPLE-00506,포트홀,2025-05-07,37.380528,126.890769,LINK001,N049,N041,경기도 안양시 시민대로 148,2025-12-31
SAMPLE-00507,포트홀,2025-09-18,37.393502,126.957691,LINK024,N017,N037,경기도 안양시 학의로 278,2025-12-31
SAMPLE-00508,포트홀,2025-02-13,37.388136,126.920988,LINK001,N017,N028,경기도 안양시 만안로 203,2025-12-31
SAMPLE-00509,도로파임,2025-09-26,37.39806,126.944574,LINK006,N058,N069,경기도 안양시 흥안대로 217,2025-12-31
SAMPLE-00510,포트홀,2025-11-10,37.382407,126.93554,LINK008,N070,N004,경기도 안양시 만안로 165,2025-12-31
SAMPLE-00511,거북등 균열,2025-01-20,37.428726,126.894473,LINK028,N033,N029,경기도 안양시 만안로 174,2025-12-31
SAMPLE-00512,포트홀,2025-10-25,37.400169,126.946733,LINK040,N047,N066,경기도 안양시 만안로 233,2025-12-31
SAMPLE-00513,도로파임,2025-05-18,37.382602,126.935186,LINK022,N031,N025,경기도 안양시 시민대로 199,2025-12-31
SAMPLE-00514,포트홀,2025-11-15,37.411445,126.943531,LINK002,N074,N046,경기도 안양시 만안로 150,2025-12-31
SAMPLE-00515,거북등 균열,2025-01-02,37.371009,126.91474,LINK029,N031,N049,경기도 안양시 시민대로 117,2025-12-31
SAMPLE-00516,종방향 균열,2025-09-04,37.383381,126.934385,LINK018,N057,N007,경기도 안양시 경수대로 9,2025-12-31
SAMPLE-00517,횡방향 균열,2025-06-04,37.379616,126.969283,LINK016,N019,N054,경기도 안양시 경수대로 16,2025-12-31
SAMPLE-00518,횡방향 균열,2025-01-27,37.431896,126.891112,LINK014,N024,N009,경기도 안양시 흥안대로 12,2025-12-31
SAMPLE-00519,도로파임,2025-07-27,37.392873,126.956222,LINK006,N024,N014,경기도 안양시 학의로 146,2025-12-31
SAMPLE-00520,포트홀,2025-01-22,37.378635,126.920601,LINK011,N079,N017,경기도 안양시 안양로 224,2025-12-31
SAMPLE-00521,종방향 균열,2025-12-03,37.437152,126.967198,LINK011,N040,N056,경기도 안양시 시민대로 76,2025-12-31
SAMPLE-00522,횡방향 균열,2025-02-07,37.394345,126.955552,LINK003,N007,N067,경기도 안양시 시민대로 123,2025-12-31
SAMPLE-00523,포트홀,2025-07-06,37.395116,126.956758,LINK040,N067,N059,경기도 안양시 안양로 38,2025-12-31
SAMPLE-00524,도로파임,2025-08-08,37.412288,126.952112,LINK012,N078,N021,경기도 안양시 관악대로 234,2025-12-31
SAMPLE-00525,횡방향 균열,2025-01-06,37.40272,126.921799,LINK023,N075,N045,경기도 안양시 시민대로 281,2025-12-31
SAMPLE-00526,포트홀,2025-06-04,37.427505,126.922481,LINK023,N035,N069,경기도 안양시 관악대로 128,2025-12-31
SAMPLE-00527,횡방향 균열,2025-04-16,37.368483,126.964434,LINK018,N004,N015,경기도 안양시 시민대로 267,2025-12-31
SAMPLE-00528,거북등 균열,2025-11-14,37.382983,126.93449,LINK031,N070,N057,경기도 안양시 관악대로 86,2025-12-31
SAMPLE-00529,횡방향 균열,2025-03-15,37.38744,126.977292,LINK017,N014,N002,경기도 안양시 만안로 109,2025-12-31
SAMPLE-00530,거북등 균열,2025-05-04,37.381386,126.929316,LINK016,N020,N002,경기도 안양시 안양로 107,2025-12-31
SAMPLE-00531,거북등 균열,2025-11-24,37.402862,126.922426,LINK001,N073,N058,경기도 안양시 경수대로 48,2025-12-31
SAMPLE-00532,포트홀,2025-09-20,37.437859,126.906482,LINK019,N027,N003,경기도 안양시 학의로 247,2025-12-31
SAMPLE-00533,횡방향 균열,2025-11-14,37.378108,126.959457,LINK014,N011,N027,경기도 안양시 안양로 91,2025-12-31
SAMPLE-00534,도로파임,2025-06-13,37.393105,126.957666,LINK006,N055,N061,경기도 안양시 만안로 276,2025-12-31
SAMPLE-00535,종방향 균열,2025-09-24,37.379791,126.952699,LINK037,N052,N050,경기도 안양시 학의로 221,2025-12-31
SAMPLE-00536,횡방향 균열,2025-04-03,37.370348,126.936581,LINK015,N047,N024,경기도 안양시 학의로 27,2025-12-31
SAMPLE-00537,횡방향 균열,2025-08-09,37.402911,126.924331,LINK017,N063,N038,경기도 안양시 경수대로 105,2025-12-31
SAMPLE-00538,거북등 균열,2025-02-07,37.423587,126.943153,LINK028,N013,N005,경기도 안양시 경수대로 102,2025-12-31
SAMPLE-00539,거북등 균열,2025-09-18,37.432841,126.947298,LINK002,N063,N069,경기도 안양시 만안로 40,2025-12-31
SAMPLE-00540,도로파임,2025-03-28,37.383661,126.936485,LINK023,N034,N015,경기도 안양시 만안로 166,2025-12-31
SAMPLE-00541,포트홀,2025-01-11,37.435765,126.977439,LINK037,N002,N026,경기도 안양시 시민대로 113,2025-12-31
SAMPLE-00542,포트홀,2025-05-26,37.421143,126.931958,LINK037,N051,N055,경기도 안양시 관악대로 24,2025-12-31
SAMPLE-00543,도로파임,2025-01-22,37.401519,126.923233,LINK006,N070,N016,경기도 안양시 경수대로 101,2025-12-31
SAMPLE-00544,종방향 균열,2025-10-23,37.371788,126.949387,LINK028,N060,N072,경기도 안양시 학의로 173,2025-12-31
SAMPLE-00545,거북등 균열,2025-07-28,37.360039,126.932002,LINK036,N031,N047,경기도 안양시 만안로 254,2025-12-31
SAMPLE-00546,거북등 균열,2025-06-02,37.402625,126.923983,LINK005,N062,N050,경기도 안양시 학의로 169,2025-12-31
SAMPLE-00547,종방향 균열,2025-04-28,37.410175,126.906243,LINK034,N006,N014,경기도 안양시 만안로 208,2025-12-31
SAMPLE-00548,거북등 균열,2025-10-11,37.386852,126.973778,LINK029,N030,N025,경기도 안양시 경수대로 84,2025-12-31
SAMPLE-00549,횡방향 균열,2025-02-12,37.395243,126.958099,LINK006,N054,N016,경기도 안양시 흥안대로 276,2025-12-31
SAMPLE-00550,횡방향 균열,2025-11-15,37.391514,126.96435,LINK003,N016,N018,경기도 안양시 경수대로 199,2025-12-31
SAMPLE-00551,횡방향 균열,2025-11-22,37.418942,126.959169,LINK016,N067,N054,경기도 안양시 학의로 243,2025-12-31
SAMPLE-00552,종방향 균열,2025-05-04,37.382315,126.936484,LINK036,N077,N008,경기도 안양시 학의로 122,2025-12-31
SAMPLE-00553,도로파임,2025-04-16,37.437689,126.89835,LINK011,N016,N004,경기도 안양시 경수대로 164,2025-12-31
SAMPLE-00554,도로파임,2025-07-02,37.374321,126.91088,LINK036,N041,N050,경기도 안양시 학의로 184,2025-12-31
SAMPLE-00555,횡방향 균열,2025-07-15,37.38387,126.934367,LINK019,N060,N001,경기도 안양시 경수대로 186,2025-12-31
SAMPLE-00556,종방향 균열,2025-01-08,37.363848,126.927031,LINK008,N027,N054,경기도 안양시 경수대로 234,2025-12-31
SAMPLE-00557,포트홀,2025-07-18,37.366605,126.970314,LINK022,N061,N052,경기도 안양시 학의로 21,2025-12-31
SAMPLE-00558,거북등 균열,2025-01-11,37.38373,126.935488,LINK027,N076,N039,경기도 안양시 학의로 282,2025-12-31
SAMPLE-00559,거북등 균열,2025-04-25,37.398091,126.944313,LINK033,N037,N020,경기도 안양시 만안로 224,2025-12-31
SAMPLE-00560,도로파임,2025-08-18,37.422588,126.970016,LINK004,N037,N005,경기도 안양시 흥안대로 143,2025-12-31
SAMPLE-00561,도로파임,2025-10-21,37.403474,126.922253,LINK021,N046,N005,경기도 안양시 학의로 222,2025-12-31
SAMPLE-00562,도로파임,2025-03-10,37.43483,126.975368,LINK016,N059,N024,경기도 안양시 경수대로 174,2025-12-31
SAMPLE-00563,포트홀,2025-08-17,37.419613,126.901963,LINK012,N020,N049,경기도 안양시 흥안대로 279,2025-12-31
SAMPLE-00564,횡방향 균열,2025-06-14,37.393943,126.955948,LINK016,N065,N073,경기도 안양시 관악대로 18,2025-12-31
SAMPLE-00565,도로파임,2025-01-08,37.408141,126.922854,LINK027,N050,N079,경기도 안양시 시민대로 147,2025-12-31
SAMPLE-00566,도로파임,2025-05-28,37.378997,126.929104,LINK004,N014,N045,경기도 안양시 경수대로 227,2025-12-31
SAMPLE-00567,거북등 균열,2025-02-16,37.394452,126.956481,LINK031,N051,N074,경기도 안양시 학의로 220,2025-12-31
SAMPLE-00568,포트홀,2025-04-04,37.377791,126.957255,LINK011,N015,N026,경기도 안양시 학의로 294,2025-12-31
SAMPLE-00569,포트홀,2025-07-20,37.436145,126.908084,LINK030,N021,N028,경기도 안양시 시민대로 90,2025-12-31
SAMPLE-00570,거북등 균열,2025-07-09,37.381909,126.935315,LINK014,N041,N040,경기도 안양시 학의로 288,2025-12-31
SAMPLE-00571,도로파임,2025-08-09,37.434904,126.979143,LINK031,N058,N032,경기도 안양시 만안로 111,2025-12-31
SAMPLE-00572,종방향 균열,2025-03-24,37.364127,126.942076,LINK030,N016,N014,경기도 안양시 안양로 179,2025-12-31
SAMPLE-00573,거북등 균열,2025-08-28,37.394469,126.956876,LINK002,N048,N019,경기도 안양시 흥안대로 53,2025-12-31
SAMPLE-00574,포트홀,2025-02-20,37.431901,126.904446,LINK026,N054,N030,경기도 안양시 관악대로 246,2025-12-31
SAMPLE-00575,종방향 균열,2025-02-21,37.400529,126.893298,LINK017,N072,N022,경기도 안양시 경수대로 98,2025-12-31
SAMPLE-00576,포트홀,2025-01-21,37.393227,126.95663,LINK007,N027,N005,경기도 안양시 경수대로 185,2025-12-31
SAMPLE-00577,횡방향 균열,2025-09-13,37.387565,126.898695,LINK023,N030,N013,경기도 안양시 학의로 199,2025-12-31
SAMPLE-00578,횡방향 균열,2025-02-02,37.410233,126.923898,LINK002,N018,N050,경기도 안양시 만안로 68,2025-12-31
SAMPLE-00579,횡방향 균열,2025-01-22,37.38421,126.934636,LINK022,N062,N054,경기도 안양시 시민대로 26,2025-12-31
SAMPLE-00580,종방향 균열,2025-02-22,37.375604,126.907809,LINK019,N021,N022,경기도 안양시 시민대로 116,2025-12-31
SAMPLE-00581,도로파임,2025-06-09,37.407802,126.905908,LINK036,N078,N036,경기도 안양시 만안로 282,2025-12-31
SAMPLE-00582,횡방향 균열,2025-05-07,37.39476,126.957198,LINK025,N029,N055,경기도 안양시 만안로 277,2025-12-31
SAMPLE-00583,포트홀,2025-11-01,37.398532,126.897927,LINK008,N016,N020,경기도 안양시 안양로 126,2025-12-31
SAMPLE-00584,포트홀,2025-07-01,37.399271,126.948382,LINK023,N044,N009,경기도 안양시 학의로 110,2025-12-31
SAMPLE-00585,횡방향 균열,2025-01-17,37.393727,126.957105,LINK028,N073,N072,경기도 안양시 관악대로 228,2025-12-31
SAMPLE-00586,거북등 균열,2025-12-11,37.403026,126.946989,LINK036,N006,N055,경기도 안양시 시민대로 13,2025-12-31
SAMPLE-00587,포트홀,2025-10-16,37.386259,126.928252,LINK002,N071,N035,경기도 안양시 경수대로 6,2025-12-31
SAMPLE-00588,종방향 균열,2025-07-04,37.384473,126.933774,LINK022,N023,N064,경기도 안양시 관악대로 109,2025-12-31
SAMPLE-00589,거북등 균열,2025-09-03,37.398746,126.905294,LINK009,N024,N024,경기도 안양시 관악대로 214,2025-12-31
SAMPLE-00590,횡방향 균열,2025-12-22,37.419843,126.973832,LINK009,N042,N074,경기도 안양시 시민대로 144,2025-12-31
SAMPLE-00591,도로파임,2025-03-19,37.401912,126.923653,LINK033,N078,N069,경기도 안양시 경수대로 33,2025-12-31
SAMPLE-00592,도로파임,2025-02-01,37.421041,126.945341,LINK016,N078,N013,경기도 안양시 경수대로 216,2025-12-31
SAMPLE-00593,횡방향 균열,2025-04-26,37.427781,126.91505,LINK007,N046,N010,경기도 안양시 흥안대로 195,2025-12-31
SAMPLE-00594,도로파임,2025-03-04,37.403843,126.922669,LINK001,N080,N004,경기도 안양시 경수대로 119,2025-12-31
SAMPLE-00595,종방향 균열,2025-01-10,37.373936,126.965972,LINK020,N058,N053,경기도 안양시 안양로 176,2025-12-31
SAMPLE-00596,횡방향 균열,2025-12-28,37.377065,126.948796,LINK002,N050,N033,경기도 안양시 흥안대로 125,2025-12-31
SAMPLE-00597,횡방향 균열,2025-12-23,37.383467,126.935779,LINK023,N077,N012,경기도 안양시 만안로 273,2025-12-31
SAMPLE-00598,도로파임,2025-08-21,37.363162,126.946968,LINK027,N057,N054,경기도 안양시 안양로 96,2025-12-31
SAMPLE-00599,거북등 균열,2025-02-17,37.380625,126.968136,LINK037,N040,N027,경기도 안양시 안양로 249,2025-12-31
SAMPLE-00600,종방향 균열,2025-01-09,37.383121,126.934723,LINK035,N047,N038,경기도 안양시 학의로 35,2025-12-31
SAMPLE-99991,포트홀,2025-06-01,없음,126.95,LINK001,N001,N002,경기도 안양시 안양로 1,2025-12-31
SAMPLE-99992,포트홀,2025-06-01,35.1,129.0,LINK002,N003,N004,부산광역시 (범위 밖 테스트),2025-12-31
SAMPLE-00001,종방향 균열,2025-11-15,37.379473,126.907153,LINK023,N033,N002,경기도 안양시 만안로 95,2025-12-31
